catchment,longitude,latitude,year,sp,ai,si,bfi,q5Frac,low_fdc,mean_low_flow_dur,q95Frac,high_fdc,mean_high_flow_dur
452,-128.906936646,60.0508308411,2001,0.8721033652,0.519092122237217,0.578893261767013,0.6592749705696934,0.18209098830366052,1.8557347082581757,148,3.6446633408761855,4.819360428275763,37
452,-128.906936646,60.0508308411,2002,0.752845401,0.59048154808544,0.595320830631485,0.72041761329078,0.1922893191210022,1.7832475946236128,137,2.9802559797478136,3.175343131428116,24
452,-128.906936646,60.0508308411,2003,0.7498879132,0.623542305904587,0.424120749958766,0.7213498499995105,0.22250425800067303,1.8724886445841191,66.5,2.9444172487307116,3.676542736025546,2
452,-128.906936646,60.0508308411,2004,0.7610484164,0.618737762866786,0.275329532249161,0.6680476780116714,0.23291802653053356,1.8360547790034696,118,3.714641079965837,5.273532622014721,18
452,-128.906936646,60.0508308411,2005,0.7350297175999999,0.527894612147593,0.285843845611713,0.679268080133001,0.16609404148060658,1.265128842817412,158,3.8686221896496815,5.423191606838874,41
452,-128.906936646,60.0508308411,2006,0.769482738,0.575789224496128,0.51702171278153,0.6730001407840248,0.22385201341509525,1.0402676348691688,77,3.8470028372677656,5.0900661615640415,41
452,-128.906936646,60.0508308411,2007,0.7994497168,0.479100109793832,0.507138276693761,0.7160831543454624,0.20113997810847117,1.39887951873198,86,2.98856446467969,4.081101812794061,12.666666666666666
452,-128.906936646,60.0508308411,2008,0.7979131666000001,0.506405112262059,0.512822495502366,0.6991486830200083,0.196305842102818,1.490933299960107,160,3.300808481267149,4.231359939293638,55
452,-128.906936646,60.0508308411,2009,0.7992133315,0.519251463975011,0.248336109871075,0.6694724754421676,0.20979340102816288,1.479070740888944,139,3.3320969740314363,4.244505298471315,33
452,-128.906936646,60.0508308411,2010,0.7222896483,0.711549659559002,0.433613060775594,0.7462123665505203,0.31112986075183485,1.11195564214814,101,2.787163227338013,3.449952103524717,0
452,-128.906936646,60.0508308411,2011,0.7626801799999999,0.563613040796927,0.73126258105647,0.7426119445343374,0.1573853779205783,1.94772166108645,164,2.982990309683992,2.43072082168676,13
452,-128.906936646,60.0508308411,2012,0.7948385159,0.575001276910146,0.337794631629661,0.6184669439698101,0.2003795791160516,0.7268772895907469,80.5,4.071529715408402,5.916238535203946,37
452,-128.906936646,60.0508308411,2013,0.7808952403,0.56409392919299,0.279583510848927,0.6481261625899987,0.20472288090500912,1.5162112492471342,86.5,4.354929810778399,5.780826008313943,44
452,-128.906936646,60.0508308411,2014,0.7757620986,0.591997264819715,0.381961100034999,0.7218933174860075,0.223471499001568,1.6064357623996273,158,3.1064411071994535,4.547164797636617,58
452,-128.906936646,60.0508308411,2015,0.7054796658,0.55432671845074,0.486310624522932,0.7309312957051733,0.26154676001034166,1.454486487850258,122,2.8784508602081766,3.272422439936927,19
452,-128.906936646,60.0508308411,2016,0.6688440018,0.642175134675239,0.440501064471833,0.72660715795473,0.2715102731234589,1.547463564649583,110,2.749282937565301,3.2399388695812026,6
452,-128.906936646,60.0508308411,2017,0.7442499646999999,0.673145105856632,0.768630526517538,0.7176472334143335,0.15843068170221958,2.039945933733992,157,2.977143765412949,3.79003784986042,33.5
452,-128.906936646,60.0508308411,2018,0.7190998773,0.745857058351619,0.494602025254915,0.7484131250102598,0.23861873921386953,1.4562421164323371,126,2.7568710367530005,3.3078830290500596,5.6
452,-128.906936646,60.0508308411,2019,0.720191702,0.681469327707565,0.604995444250368,NA,NA,NA,NA,NA,NA,NA
