catchment,longitude,latitude,year,sp,ai,si,bfi,q5Frac,low_fdc,mean_low_flow_dur,q95Frac,high_fdc,mean_high_flow_dur
225,-79.6789398193,43.7583618164,2001,0.4389734258,0.929590456322753,0.0837478357780461,0.33176254717789005,0.02714023703850518,5.52009894166128,27.444444444444443,4.319821110689219,9.248215496247935,11.571428571428571
225,-79.6789398193,43.7583618164,2002,0.14664670859999998,0.868832682859901,0.0801142349677968,0.3734371845391505,0.03997964177390051,5.3708444692098105,12.5625,4.052054121311499,7.248180327530562,4.785714285714286
225,-79.6789398193,43.7583618164,2003,0.4308088791,0.860436276947979,0.386561648539876,0.3341494445299053,0.06110534968440349,2.2347749595144855,11.15,3.942280689229756,6.971877288354087,4
225,-79.6789398193,43.7583618164,2004,0.2961251191,0.658195932441597,0.279351041611304,0.29708410478809144,0.04208718325111491,4.815891217303751,12.176470588235292,4.038094502947877,7.160282972963252,3.5789473684210527
225,-79.6789398193,43.7583618164,2005,0.428814209,0.729955851807835,0.0130155249101997,0.286005678291915,0.05391504241768109,3.653204569674296,11.15,4.338953759493514,8.197342134970704,5.333333333333333
225,-79.6789398193,43.7583618164,2006,0.2709090166,0.861447351006697,-0.0191118954875046,0.3199578241742325,0.04039158899957727,5.531954314251132,12.529411764705882,4.994960038263554,8.39951389670988,4.357142857142857
225,-79.6789398193,43.7583618164,2007,0.301456661,1.01670299693534,-0.0744294036766859,0.3391109876647162,0.03646851373893973,5.60328960385346,14.923076923076923,3.1665342253126303,6.054468382631299,3.2941176470588234
225,-79.6789398193,43.7583618164,2008,0.4256966135,0.684086572243408,0.036256746178167,0.3335197785688559,0.07582115460751539,3.2059124176635354,9.454545454545457,3.6192890752154314,6.763199156869131,4.533333333333333
225,-79.6789398193,43.7583618164,2009,0.2465282401,0.764556905175914,0.123012255304922,0.3219419862958041,0.08330635577505004,3.1435568743143483,12.235294117647058,3.332254231002004,6.489019326923721,3.647058823529412
225,-79.6789398193,43.7583618164,2010,0.2171994666,0.83529125170572,0.483151905920905,0.3908312770551909,0.1760084943061583,1.898154813999376,7.590909090909091,3.893521133832143,6.244156815896101,2.5
225,-79.6789398193,43.7583618164,2011,0.3589513854,0.912493818934849,0.0397488906026109,0.4220036712409995,0.04926990577828757,6.046380986706744,10.466666666666669,3.966977483685336,6.3151588221143395,2.6666666666666665
225,-79.6789398193,43.7583618164,2012,0.1789053724,0.846897261688307,0.15329850759191,0.3588970945769097,0.02601785122839997,8.325112263459275,7.434782608695652,3.1508382680940517,5.371701857577077,2.111111111111111
225,-79.6789398193,43.7583618164,2013,0.32751144369999996,0.869646083893193,0.160146485620082,0.30770441761638634,0.07570345775499165,4.181470972420853,8.416666666666666,4.1664937464697385,7.470018227340758,3.0588235294117645
225,-79.6789398193,43.7583618164,2014,0.43707365119999997,0.716243778353647,0.198001570320876,0.39916305619297815,0.0791090161354031,5.211093523996265,7.083333333333333,3.8071215009316672,6.196115307744379,3
225,-79.6789398193,43.7583618164,2015,0.3047078819,0.926132211017061,0.287238548568686,0.33103000296369206,0.08968458766067475,3.175034095586666,11.470588235294118,3.880305126397764,7.000202758558762,3.4444444444444446
225,-79.6789398193,43.7583618164,2016,0.2359211301,1.00136200130817,-0.257640409954328,0.3782197664225196,0.05286498141200887,5.156124352523969,11,4.701115099256124,8.167471298507344,4.714285714285714
225,-79.6789398193,43.7583618164,2017,0.21287398289999998,0.77011607064685506,0.208172700472982,0.33543538632928144,0.07253596539083619,3.3902880607934325,10.047619047619047,3.562754983723338,6.571256376014015,4
225,-79.6789398193,43.7583618164,2018,0.24611826950000001,0.720436657787971,0.1397067165556,0.308226096398376,0.07059511481147293,4.1218376786175615,9.73913043478261,3.89851155001658,7.6728751234373,5.25
225,-79.6789398193,43.7583618164,2019,0.308163041,0.621133160249444,-0.00141442584581719,0.38672902692621947,0.05537519194198365,5.640366131747924,9.238095238095235,4.111227185236727,6.403300765874823,3.0454545454545454
