catchment,longitude,latitude,year,sp,ai,si,bfi,q5Frac,low_fdc,mean_low_flow_dur,q95Frac,high_fdc,mean_high_flow_dur
455,-121.227966309,61.7427215576,2001,0.7680637947,0.603023881370585,0.808903629128401,0.676480214112648,0.15117106209859707,1.6362701418101224,178,3.676611165803481,4.604652224508318,27.5
455,-121.227966309,61.7427215576,2002,0.7291753845,0.675361993238679,0.709631358016358,0.7177652645236536,0.14880902085375328,1.8864859631445547,185,2.885969767127455,2.904033000084064,55
455,-121.227966309,61.7427215576,2003,0.6930587597,0.659720816518502,0.59627545380055,0.7496418284568714,0.1982936753977686,2.072861880044502,73,2.6211534840658692,3.0434103612563717,0
455,-121.227966309,61.7427215576,2004,0.69084131,0.782042428501648,0.493575385392494,0.7232026480534254,0.18242457940930024,1.859951373229684,171,3.125596086199374,3.848660122964098,5
455,-121.227966309,61.7427215576,2005,0.6873496246999999,0.613261139007129,0.455634056782625,0.7126376828197073,0.12696655862123482,2.041084585386958,180,3.3803790524267807,3.699034856416093,16.2
455,-121.227966309,61.7427215576,2006,0.7009774794000001,0.707194019757667,0.625808679191896,0.6766816297650589,0.16486460066492858,1.260324186559581,54.666666666666664,3.436334447594296,4.5091149868550104,37
455,-121.227966309,61.7427215576,2007,0.733181039,0.549882034338417,0.67528630433381,0.7241036039320203,0.13175118443274675,1.6370177071060592,173,2.881119295112458,3.007698205049781,9.8
455,-121.227966309,61.7427215576,2008,0.7291035235,0.638308431475242,0.608556042740601,0.6997849066613606,0.1563276089828269,1.4476756091295098,175,3.0612813738441216,3.9306941712977568,7.5
455,-121.227966309,61.7427215576,2009,0.7531454035999999,0.586834167829679,0.451742473527545,0.6975954713474254,0.15490343487702227,1.1286648579462186,182,3.1154579470776076,3.4070925678681103,31.666666666666668
455,-121.227966309,61.7427215576,2010,0.6711760202000001,0.690614508443054,0.728424823846242,0.7638163895600263,0.20772503368700973,1.1018221392617544,80,2.257208127716155,1.6088944567359738,0
455,-121.227966309,61.7427215576,2011,0.7248868888,0.69794016515515,0.735876988926673,0.7262347812207562,0.16363143184457954,1.091785495192112,177,2.8533956244529084,2.5453109990963627,13
455,-121.227966309,61.7427215576,2012,0.7318214383,0.743646551408483,0.501651888917175,0.6342116236410956,0.16914337007912744,1.2243264116648147,176,3.611642248031036,4.948204476811886,20
455,-121.227966309,61.7427215576,2013,0.7340210068999999,0.681983476432843,0.491407707319932,0.6946055584281747,0.17740177838917384,0.7004814255031162,194,3.3680627491277955,3.972109123690747,120
455,-121.227966309,61.7427215576,2014,0.7104725312,0.727117111305779,0.427058133661626,0.7025870888749446,0.17598354430781965,2.041896272514765,172,3.0224941770618075,4.258638297282811,7.25
455,-121.227966309,61.7427215576,2015,0.6552413964,0.685321538720267,0.549486178129861,0.7444460597019631,0.22020145812272043,1.012300294751065,165,2.542058569146265,2.337287832405717,0
455,-121.227966309,61.7427215576,2016,0.6145204645,0.746167426451351,0.667667670813864,0.7236616995417241,0.19628730127890096,1.648057534656468,163,2.652022355052173,2.5876559420829497,0
455,-121.227966309,61.7427215576,2017,0.6773594406,0.830987492236661,0.773257293430263,0.7233197837979833,0.17672636269361355,1.5275211046408304,178,2.7991036125409017,3.5935630658160593,41
455,-121.227966309,61.7427215576,2018,0.6854242505000001,0.835239063267969,0.601016667054133,0.7012306540040427,0.18171679048124967,1.3745172993052162,174,2.6942813516046766,3.3626531956152537,7
455,-121.227966309,61.7427215576,2019,0.6494576021999999,0.759406361280883,0.749451024392302,NA,NA,NA,NA,NA,NA,NA
