catchment,longitude,latitude,year,sp,ai,si,bfi,q5Frac,low_fdc,mean_low_flow_dur,q95Frac,high_fdc,mean_high_flow_dur
494,-126.0972214,59.41249847,2001,0.8386435161,0.517983751686026,0.637169429787639,0.6839313511465899,0.2083634695986876,1.226740078309585,155,3.702573884235672,4.9494503886736965,24
494,-126.0972214,59.41249847,2002,0.7491621498000001,0.571619139534153,0.627483216215425,0.738293819324253,0.20377143556503277,2.243278368406008,73,2.71637976077839,3.0366506040450285,10
494,-126.0972214,59.41249847,2003,0.7470924368,0.581509400499164,0.463387565543451,0.7454795523574861,0.27977310707300734,1.2452021401113047,41,2.8323659808216437,3.7253967829934265,1
494,-126.0972214,59.41249847,2004,0.7373609514999999,0.607752928363542,0.389475520009648,0.7050789398648624,0.25301641208590053,0.7230215430448403,125,3.428194203192062,4.714619985366585,30
494,-126.0972214,59.41249847,2005,0.7213905047,0.530401416244648,0.282513731190254,0.693711935851328,0.18871347590151125,1.3472269628880298,141,3.7860549029421073,5.300665273273903,40
494,-126.0972214,59.41249847,2006,0.7555060124,0.575879350014141,0.524613480556957,0.6909617180999275,0.24115500555291125,0.713905818223397,67,3.579247977153738,4.624334570330355,31
494,-126.0972214,59.41249847,2007,0.7902363776999999,0.469455233530072,0.528829727333341,0.7148638477373583,0.2073034047081732,1.1052884426473684,178,3.0344810669242905,4.132665305807742,37
494,-126.0972214,59.41249847,2008,0.7775555822,0.521812549504474,0.519104090673126,0.7042882240896132,0.1839646795436682,1.863197378324844,168,3.294293471788887,4.438795506897801,22
494,-126.0972214,59.41249847,2009,0.7965950041000001,0.503946242285872,0.29952799595454,0.6865511687472938,0.22677737724703045,1.0327103273375,79.5,3.090837991488281,3.873001883219465,50
494,-126.0972214,59.41249847,2010,0.7012271547000001,0.696795489191096,0.504006728092069,0.7563543597911856,0.3368229646367575,0.9181661031754782,33,2.462396384603767,2.9558268663649607,0
494,-126.0972214,59.41249847,2011,0.7538808535,0.584314881413077,0.668826005693031,0.7461184113896202,0.2032771768529698,1.03682679792868,81.5,3.075816954676905,2.619541360717438,14
494,-126.0972214,59.41249847,2012,0.7798708310000001,0.6029374686124,0.361446653897105,0.6419662799375523,0.21463786633130197,0.7846678544640291,178,4.01323843225923,5.478626879867469,41
494,-126.0972214,59.41249847,2013,0.7654785139000001,0.568535867468116,0.336010592833111,0.6790357743515635,0.2285439973284354,0.6670765751458809,90,4.027453108476653,5.134847903201804,19.333333333333332
494,-126.0972214,59.41249847,2014,0.7623447788,0.589013535018389,0.288286762344331,0.7162732781683268,0.21219062455992113,1.4685692043123757,76,3.076041226587805,4.709401458859926,3.7142857142857144
494,-126.0972214,59.41249847,2015,0.6813572634,0.581088691616138,0.460878057938028,0.7456274435331526,0.2818035961555166,0.9015647557463335,68,2.737840365031757,2.9395114120656753,24
494,-126.0972214,59.41249847,2016,0.6440245571,0.649421117076695,0.510310044180295,0.7460727569586779,0.2960382800138348,0.6739102897920812,149,2.5865970930501736,2.673630297536759,2
494,-126.0972214,59.41249847,2017,0.7089147751999999,0.696581636355574,0.759085443958914,0.7344720817179944,0.22474710453012747,0.9032266749347756,152,2.917431461662513,3.487228283471748,35
494,-126.0972214,59.41249847,2018,0.7071244534000001,0.740261866524611,0.482142458921181,0.7336890546537442,0.24618928025263884,1.623089122351704,60.5,2.7500590568313212,3.509803594231565,15.666666666666666
494,-126.0972214,59.41249847,2019,0.6947043049,0.666500748461776,0.641511713255678,NA,NA,NA,NA,NA,NA,NA
