catchment,longitude,latitude,year,sp,ai,si,bfi,q5Frac,low_fdc,mean_low_flow_dur,q95Frac,high_fdc,mean_high_flow_dur
187,-73.37,45.39,2001,0.5862358593,0.680654111750079,0.0105159770820625,0.2144660914166527,0.0213870935432424,5.419198480861331,17.466666666666665,2.7870581159487915,7.920080142678737,4.909090909090909
187,-73.37,45.39,2002,0.27663604129999997,0.653942740586436,0.214125073523882,0.33526561461588056,0.03969116546441383,4.03779642501258,15.357142857142858,4.289295406309883,8.032676051798846,5.818181818181818
187,-73.37,45.39,2003,0.47797615229999996,0.671721625529502,0.343351790380422,0.3222206436539087,0.03813634189018645,3.0895419354912015,16.53846153846154,5.106991910218081,7.867426019534019,6.666666666666667
187,-73.37,45.39,2004,0.4602212642,0.529199801215839,0.258323538628025,0.31529908920741584,0.04202015526918267,3.5555669791942,15.153846153846152,4.515463182752337,7.092090532263746,4.470588235294118
187,-73.37,45.39,2005,0.4925663145,0.563327846204052,0.351156956309505,0.27345044829573234,0.03064990359566007,5.016388644225156,13.058823529411764,4.630904205269945,7.774167246744042,5.714285714285714
187,-73.37,45.39,2006,0.2845751974,0.50099731690292,0.291622221415198,0.3373370652119929,0.04309397989289688,5.88414227213675,11.235294117647058,4.4032079276528995,6.823255513383561,3.941176470588235
187,-73.37,45.39,2007,0.39650890009999995,0.530140203041569,0.149882898622746,0.3101184249659004,0.03727395051343648,4.202193756501097,20.5,4.607615528813378,7.172920056863738,5.0625
187,-73.37,45.39,2008,0.5278212265,0.50620665259641,0.159253618188205,0.30594248120893947,0.05051273931537002,5.6699498504839765,11.941176470588236,4.4813464469708055,8.215937383193511,4.416666666666667
187,-73.37,45.39,2009,0.3581827849,0.563713543751211,0.284220032547887,0.40783532837557984,0.04945564916965502,5.801304572012161,12.384615384615383,3.742931757769949,5.228823939303088,2.6842105263157894
187,-73.37,45.39,2010,0.2206169715,0.578423280824906,0.250269213148154,0.39863058685518094,0.06073102383747461,5.079242506829704,11.928571428571429,4.078814788225371,6.074249347775036,4.066666666666666
187,-73.37,45.39,2011,0.3977958812,0.480323331394856,0.246347690685291,0.3650574328327406,0.02450030331121571,8.10024576421587,9,3.9001834379358193,6.1264714421649735,2.95
187,-73.37,45.39,2012,0.2930569074,0.677828686559302,0.140545548318238,0.3892508849114935,0.02621373533003695,8.659513306233482,15.818181818181818,4.321170427509421,6.8711477361057725,3.5384615384615383
187,-73.37,45.39,2013,0.3212843125,0.689170466131295,0.346476167163886,0.3332228599586231,0.05787883122623025,4.8206858462079385,10.333333333333334,3.878836054606337,6.602158174488049,4.071428571428571
187,-73.37,45.39,2014,0.5387147991,0.640950789568059,0.140960929425474,0.3499210058791352,0.04045469257587984,4.9504169694097016,14.642857142857142,4.347695886553976,7.519837101206196,4.235294117647059
187,-73.37,45.39,2015,0.4201710824,0.659472333200384,0.37436004393606,0.32260277734657006,0.05397605237908922,4.186784230346994,17.75,3.89129663229304,6.774083968026822,5.384615384615385
187,-73.37,45.39,2016,0.28545433200000003,0.700694139922444,0.057809746340038,NA,NA,NA,NA,NA,NA,NA
187,-73.37,45.39,2017,0.3824073012,0.56001514337979,0.192469227089218,0.3289736141248199,0.02707431805892602,8.482637832325725,10,4.6696497377902535,7.535257507659184,4.384615384615385
187,-73.37,45.39,2018,0.3952270492,0.564266734866958,0.0377309048220828,0.3911669172348132,0.01847641981103055,8.66429250901422,12.1875,4.907799068319025,7.085521119787535,6.181818181818182
187,-73.37,45.39,2019,0.46368254540000003,0.514160197508491,0.0204365344513064,0.4041496435849447,0.01218570958305025,9.400377307427556,12.933333333333334,3.950528489760571,6.256196947530565,7.090909090909091
